"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00047965","SANTA ROSA, CA US","2011-06-14","84","45","82"
"USC00047965","SANTA ROSA, CA US","2011-06-15","85","34","84"
"USC00047965","SANTA ROSA, CA US","2011-06-16","84","43","79"
"USC00047965","SANTA ROSA, CA US","2011-06-17","74","42","72"
"USC00047965","SANTA ROSA, CA US","2011-06-18","71","43","65"
"USC00047965","SANTA ROSA, CA US","2011-06-19","92","49","87"
"USC00047965","SANTA ROSA, CA US","2011-06-20","92","52","90"
"USC00047965","SANTA ROSA, CA US","2011-06-21","94","49","87"
"USC00047965","SANTA ROSA, CA US","2011-06-22","87","42","76"
"USC00047965","SANTA ROSA, CA US","2011-06-23","79","40","75"
"USC00047965","SANTA ROSA, CA US","2011-06-24","78","39","75"
"USC00047965","SANTA ROSA, CA US","2011-06-25","76","48","73"
"USC00047965","SANTA ROSA, CA US","2011-06-26","80","44","79"
"USC00047965","SANTA ROSA, CA US","2011-06-27","77","46","57"
"USC00047965","SANTA ROSA, CA US","2011-06-28","67","49","57"
"USC00047965","SANTA ROSA, CA US","2011-06-29","70","51","69"
"USC00047965","SANTA ROSA, CA US","2011-06-30","78","44","77"
"USC00047965","SANTA ROSA, CA US","2011-07-01","86","47","84"
"USC00047965","SANTA ROSA, CA US","2011-07-02","88","52","86"
"USC00047965","SANTA ROSA, CA US","2011-07-03","95","48","91"
"USC00047965","SANTA ROSA, CA US","2011-07-04","92","50","86"
"USC00047965","SANTA ROSA, CA US","2011-07-05","88",,"87"
"USC00047965","SANTA ROSA, CA US","2011-07-06","88",,"76"
"USC00047965","SANTA ROSA, CA US","2011-07-07","78",,"75"
"USC00047965","SANTA ROSA, CA US","2011-07-08","80","50","76"
"USC00047965","SANTA ROSA, CA US","2011-07-09","73",,"72"
"USC00047965","SANTA ROSA, CA US","2011-07-10","79",,"76"
"USC00047965","SANTA ROSA, CA US","2011-07-11","72",,"67"
"USC00047965","SANTA ROSA, CA US","2011-07-12","74","50","73"
"USC00047965","SANTA ROSA, CA US","2011-07-13","73",,"72"
"USC00047965","SANTA ROSA, CA US","2011-07-14","74",,"71"
"USC00047965","SANTA ROSA, CA US","2011-07-15","72",,"69"
"USC00047965","SANTA ROSA, CA US","2011-07-16","72",,"70"
"USC00047965","SANTA ROSA, CA US","2011-07-17","71","54","69"
"USC00047965","SANTA ROSA, CA US","2011-07-18","82",,"80"
"USC00047965","SANTA ROSA, CA US","2011-07-19",,,
"USC00047965","SANTA ROSA, CA US","2011-07-20","90","56","86"
"USC00047965","SANTA ROSA, CA US","2011-07-21","82","53","77"
"USC00047965","SANTA ROSA, CA US","2011-07-22","82",,"74"
"USC00047965","SANTA ROSA, CA US","2011-07-23","75","51","70"
"USC00047965","SANTA ROSA, CA US","2011-07-24","72","50","71"
"USC00047965","SANTA ROSA, CA US","2011-07-25","78",,"75"
"USC00047965","SANTA ROSA, CA US","2011-07-26","84","49","80"
"USC00047965","SANTA ROSA, CA US","2011-07-27","81",,"75"
"USC00047965","SANTA ROSA, CA US","2011-07-28","77","50","74"
"USC00047965","SANTA ROSA, CA US","2011-07-29","75",,"69"
"USC00047965","SANTA ROSA, CA US","2011-07-30","69",,"69"
"USC00047965","SANTA ROSA, CA US","2011-07-31","70",,"69"
"USC00047965","SANTA ROSA, CA US","2011-08-01","73","44","71"
"USC00047965","SANTA ROSA, CA US","2011-08-02","78","45","76"
"USC00047965","SANTA ROSA, CA US","2011-08-03","75","40","75"
"USC00047965","SANTA ROSA, CA US","2011-08-04","76","44","72"
"USC00047965","SANTA ROSA, CA US","2011-08-05","80","42","76"
"USC00047965","SANTA ROSA, CA US","2011-08-06","76","44","70"
"USC00047965","SANTA ROSA, CA US","2011-08-07","74","46","73"
"USC00047965","SANTA ROSA, CA US","2011-08-08","78","43","75"
"USC00047965","SANTA ROSA, CA US","2011-08-09","82","53","80"
"USC00047965","SANTA ROSA, CA US","2011-08-10","79","55","73"
"USC00047965","SANTA ROSA, CA US","2011-08-11","78","47","76"
"USC00047965","SANTA ROSA, CA US","2011-08-12","80","52","76"
"USC00047965","SANTA ROSA, CA US","2011-08-13","83","42","83"
"USC00047965","SANTA ROSA, CA US","2011-08-14","83","51","81"
"USC00047965","SANTA ROSA, CA US","2011-08-15","83","50","80"
"USC00047965","SANTA ROSA, CA US","2011-08-16","85","49","77"
"USC00047965","SANTA ROSA, CA US","2011-08-17",,"50","72"
"USC00047965","SANTA ROSA, CA US","2011-08-18","76","51","70"
"USC00047965","SANTA ROSA, CA US","2011-08-19","70","52","69"
"USC00047965","SANTA ROSA, CA US","2011-08-20","71","54","69"
"USC00047965","SANTA ROSA, CA US","2011-08-21","77","55","76"
"USC00047965","SANTA ROSA, CA US","2011-08-22","93","52","86"
"USC00047965","SANTA ROSA, CA US","2011-08-23","85","52","80"
"USC00047965","SANTA ROSA, CA US","2011-08-24","83","55","82"
"USC00047965","SANTA ROSA, CA US","2011-08-25","80","53","76"
"USC00047965","SANTA ROSA, CA US","2011-08-26","83","30","79"
"USC00047965","SANTA ROSA, CA US","2011-08-27","80","50","77"
"USC00047965","SANTA ROSA, CA US","2011-08-28","84","51","80"
"USC00047965","SANTA ROSA, CA US","2011-08-29","80","47","77"
"USC00047965","SANTA ROSA, CA US","2011-08-30","72","52","70"
"USC00047965","SANTA ROSA, CA US","2011-08-31","81","48","78"
"USC00047965","SANTA ROSA, CA US","2011-09-01","81","48","78"
"USC00047965","SANTA ROSA, CA US","2011-09-02","89","49","86"
"USC00047965","SANTA ROSA, CA US","2011-09-03","76","51","71"
"USC00047965","SANTA ROSA, CA US","2011-09-04","74","54","71"
"USC00047965","SANTA ROSA, CA US","2011-09-05","73","51","72"
"USC00047965","SANTA ROSA, CA US","2011-09-06","89","51","85"
"USC00047965","SANTA ROSA, CA US","2011-09-07","94","48","93"
"USC00047965","SANTA ROSA, CA US","2011-09-08","79","49","76"
"USC00047965","SANTA ROSA, CA US","2011-09-09","83","51","78"
"USC00047965","SANTA ROSA, CA US","2011-09-10","73","53","71"
"USC00047965","SANTA ROSA, CA US","2011-09-11","67","57","67"
"USC00047965","SANTA ROSA, CA US","2011-09-12","78",,"74"
"USC00047965","SANTA ROSA, CA US","2011-09-13","85","55","81"
"USC00047965","SANTA ROSA, CA US","2011-09-14","81","54","74"
"USC00047965","SANTA ROSA, CA US","2011-09-15","75","50","74"
"USC00047965","SANTA ROSA, CA US","2011-09-16","75","49","74"
"USC00047965","SANTA ROSA, CA US","2011-09-17","80","47","79"
"USC00047965","SANTA ROSA, CA US","2011-09-18","92","51","90"
"USC00047965","SANTA ROSA, CA US","2011-09-19","97","52","94"
"USC00047965","SANTA ROSA, CA US","2011-09-20","98","53","94"
"USC00047965","SANTA ROSA, CA US","2011-09-21","92","52","88"
"USC00047965","SANTA ROSA, CA US","2011-09-22","92","50","90"
"USC00047965","SANTA ROSA, CA US","2011-09-23","94","52","89"
"USC00047965","SANTA ROSA, CA US","2011-09-24","71","54","64"
"USC00047965","SANTA ROSA, CA US","2011-09-25","73","55","72"
"USC00047965","SANTA ROSA, CA US","2011-09-26","81","47","78"
"USC00047965","SANTA ROSA, CA US","2011-09-27","90","50","89"
"USC00047965","SANTA ROSA, CA US","2011-09-28","97","55","96"
"USC00047965","SANTA ROSA, CA US","2011-09-29","76","54","74"
"USC00047965","SANTA ROSA, CA US","2011-09-30","73","59","70"
"USC00047965","SANTA ROSA, CA US","2011-10-01","74","59","69"
"USC00047965","SANTA ROSA, CA US","2011-10-02","73","59","68"
"USC00047965","SANTA ROSA, CA US","2011-10-03","67","58","67"
"USC00047965","SANTA ROSA, CA US","2011-10-04","63","59",
"USC00047965","SANTA ROSA, CA US","2011-10-05","62","48","59"
"USC00047965","SANTA ROSA, CA US","2011-10-06","64","47","52"
"USC00047965","SANTA ROSA, CA US","2011-10-07","73","43","70"
"USC00047965","SANTA ROSA, CA US","2011-10-08","74","46","73"
"USC00047965","SANTA ROSA, CA US","2011-10-09","76","48","75"
"USC00047965","SANTA ROSA, CA US","2011-10-10","64","55","63"
"USC00047965","SANTA ROSA, CA US","2011-10-11","78","55","77"
"USC00047965","SANTA ROSA, CA US","2011-10-12","89","52","82"
"USC00047965","SANTA ROSA, CA US","2011-10-13","89","54","88"
"USC00047965","SANTA ROSA, CA US","2011-10-14","89","53","83"
"USC00047965","SANTA ROSA, CA US","2011-10-15","71","55","67"
"USC00047965","SANTA ROSA, CA US","2011-10-16","71","59","71"
"USC00047965","SANTA ROSA, CA US","2011-10-17","87","51","85"
"USC00047965","SANTA ROSA, CA US","2011-10-18","78","52","70"
"USC00047965","SANTA ROSA, CA US","2011-10-19","72","56","72"
"USC00047965","SANTA ROSA, CA US","2011-10-20","73","48","68"
"USC00047965","SANTA ROSA, CA US","2011-10-21","79","44","78"
"USC00047965","SANTA ROSA, CA US","2011-10-22","87","47","87"
"USC00047965","SANTA ROSA, CA US","2011-10-23","88","48","88"
"USC00047965","SANTA ROSA, CA US","2011-10-24","87","49","79"
"USC00047965","SANTA ROSA, CA US","2011-10-25","67","50","62"
"USC00047965","SANTA ROSA, CA US","2011-10-26","77","37","71"
"USC00047965","SANTA ROSA, CA US","2011-10-27","78","38","77"
"USC00047965","SANTA ROSA, CA US","2011-10-28","78","39","77"
"USC00047965","SANTA ROSA, CA US","2011-10-29","81","40","77"
"USC00047965","SANTA ROSA, CA US","2011-10-30","82","40","80"
"USC00047965","SANTA ROSA, CA US","2011-10-31","81","48","78"
"USC00047965","SANTA ROSA, CA US","2011-11-01","79","42","74"
"USC00047965","SANTA ROSA, CA US","2011-11-02","77","41","75"
"USC00047965","SANTA ROSA, CA US","2011-11-03","56","38","55"
"USC00047965","SANTA ROSA, CA US","2011-11-04","68","35","60"
"USC00047965","SANTA ROSA, CA US","2011-11-05","59","37","49"
"USC00047965","SANTA ROSA, CA US","2011-11-06","58","37","55"
"USC00047965","SANTA ROSA, CA US","2011-11-07","63","37","57"
"USC00047965","SANTA ROSA, CA US","2011-11-08","64","33","61"
"USC00047965","SANTA ROSA, CA US","2011-11-09","67","34","65"
"USC00047965","SANTA ROSA, CA US","2011-11-10","71","34","64"
"USC00047965","SANTA ROSA, CA US","2011-11-11","54","39","51"
"USC00047965","SANTA ROSA, CA US","2011-11-12","66","49","63"
"USC00047965","SANTA ROSA, CA US","2011-11-13","69","43","63"
"USC00047965","SANTA ROSA, CA US","2011-11-14","68","49","63"
"USC00047965","SANTA ROSA, CA US","2011-11-15","70","40","69"
"USC00047965","SANTA ROSA, CA US","2011-11-16","69","39","64"
"USC00047965","SANTA ROSA, CA US","2011-11-17","64","38","58"
"USC00047965","SANTA ROSA, CA US","2011-11-18","58","43","53"
"USC00047965","SANTA ROSA, CA US","2011-11-19","53","32","51"
"USC00047965","SANTA ROSA, CA US","2011-11-20","54","45","51"
"USC00047965","SANTA ROSA, CA US","2011-11-21","59","38","54"
"USC00047965","SANTA ROSA, CA US","2011-11-22","60","42","57"
"USC00047965","SANTA ROSA, CA US","2011-11-23","57","46","56"
"USC00047965","SANTA ROSA, CA US","2011-11-24","60","50","57"
"USC00047965","SANTA ROSA, CA US","2011-11-25","60","45","56"
"USC00047965","SANTA ROSA, CA US","2011-11-26","56","38","58"
"USC00047965","SANTA ROSA, CA US","2011-11-27","58","43","56"
"USC00047965","SANTA ROSA, CA US","2011-11-28","64","41","62"
"USC00047965","SANTA ROSA, CA US","2011-11-29","66","38","66"
"USC00047965","SANTA ROSA, CA US","2011-11-30","69","36","66"
"USC00047965","SANTA ROSA, CA US","2011-12-01","72","36","69"
"USC00047965","SANTA ROSA, CA US","2011-12-02","77","50","75"
"USC00047965","SANTA ROSA, CA US","2011-12-03","65","51","64"
"USC00047965","SANTA ROSA, CA US","2011-12-04","65","55","58"
"USC00047965","SANTA ROSA, CA US","2011-12-05","67","35","63"
"USC00047965","SANTA ROSA, CA US","2011-12-06","63","29","59"
"USC00047965","SANTA ROSA, CA US","2011-12-07","62","58","59"
"USC00047965","SANTA ROSA, CA US","2011-12-08","61","31","57"
"USC00047965","SANTA ROSA, CA US","2011-12-09","64","29","57"
"USC00047965","SANTA ROSA, CA US","2011-12-10","61","29","57"
"USC00047965","SANTA ROSA, CA US","2011-12-11","57","37","48"
"USC00047965","SANTA ROSA, CA US","2011-12-12","59","42","54"
"USC00047965","SANTA ROSA, CA US","2011-12-13","57","29","50"
"USC00047965","SANTA ROSA, CA US","2011-12-14","55","31","53"
"USC00047965","SANTA ROSA, CA US","2011-12-15","58",,"54"
"USC00047965","SANTA ROSA, CA US","2011-12-16","71","32","67"
"USC00047965","SANTA ROSA, CA US","2011-12-17","64","31","59"
"USC00047965","SANTA ROSA, CA US","2011-12-18","58","33","49"
"USC00047965","SANTA ROSA, CA US","2011-12-19","68","39","65"
"USC00047965","SANTA ROSA, CA US","2011-12-20","65","31","61"
"USC00047965","SANTA ROSA, CA US","2011-12-21","64","30","56"
"USC00047965","SANTA ROSA, CA US","2011-12-22","67","40","64"
"USC00047965","SANTA ROSA, CA US","2011-12-23","61","27","58"
"USC00047965","SANTA ROSA, CA US","2011-12-24","61","27","55"
"USC00047965","SANTA ROSA, CA US","2011-12-25","60","28","57"
"USC00047965","SANTA ROSA, CA US","2011-12-26","59","27","51"
"USC00047965","SANTA ROSA, CA US","2011-12-27","60","29","58"
"USC00047965","SANTA ROSA, CA US","2011-12-28","67","39",
"USC00047965","SANTA ROSA, CA US","2011-12-29","62","42","52"
"USC00047965","SANTA ROSA, CA US","2011-12-30","59","49","57"
"USC00047965","SANTA ROSA, CA US","2011-12-31","63","31","59"
"USC00047965","SANTA ROSA, CA US","2012-01-01","68","32","63"
"USC00047965","SANTA ROSA, CA US","2012-01-02","63","37","55"
"USC00047965","SANTA ROSA, CA US","2012-01-03","64","37","54"
"USC00047965","SANTA ROSA, CA US","2012-01-04","72","35","63"
"USC00047965","SANTA ROSA, CA US","2012-01-05",,"38","66"
"USC00047965","SANTA ROSA, CA US","2012-01-06",,,"59"
"USC00047965","SANTA ROSA, CA US","2012-01-07","70","32","69"
"USC00047965","SANTA ROSA, CA US","2012-01-08","68","34","66"
"USC00047965","SANTA ROSA, CA US","2012-01-09","67","29","65"
"USC00047965","SANTA ROSA, CA US","2012-01-10","65","31","64"
"USC00047965","SANTA ROSA, CA US","2012-01-11","69","29","67"
"USC00047965","SANTA ROSA, CA US","2012-01-12","68","29","66"
"USC00047965","SANTA ROSA, CA US","2012-01-13","69","28","67"
"USC00047965","SANTA ROSA, CA US","2012-01-14","68","28","64"
"USC00047965","SANTA ROSA, CA US","2012-01-15",,"34","54"
"USC00047965","SANTA ROSA, CA US","2012-01-16","54","27","53"
"USC00047965","SANTA ROSA, CA US","2012-01-17","54","25","53"
"USC00047965","SANTA ROSA, CA US","2012-01-18","57","30","50"
"USC00047965","SANTA ROSA, CA US","2012-01-19","51","41","49"
"USC00047965","SANTA ROSA, CA US","2012-01-20","55","45","55"
"USC00047965","SANTA ROSA, CA US","2012-01-21","56","45","53"
"USC00047965","SANTA ROSA, CA US","2012-01-22","53","39","46"
"USC00047965","SANTA ROSA, CA US","2012-01-23","58","46","58"
"USC00047965","SANTA ROSA, CA US","2012-01-24","60","39","55"
"USC00047965","SANTA ROSA, CA US","2012-01-25","67","44","64"
"USC00047965","SANTA ROSA, CA US","2012-01-26","67","44","61"
"USC00047965","SANTA ROSA, CA US","2012-01-27","73","38","71"
"USC00047965","SANTA ROSA, CA US","2012-01-28","65","29","64"
"USC00047965","SANTA ROSA, CA US","2012-01-29","65","33","63"
"USC00047965","SANTA ROSA, CA US","2012-01-30","58","41","58"
"USC00047965","SANTA ROSA, CA US","2012-01-31","58","40","49"
"USC00047965","SANTA ROSA, CA US","2012-02-01","62","42","59"
"USC00047965","SANTA ROSA, CA US","2012-02-02","72","36","66"
"USC00047965","SANTA ROSA, CA US","2012-02-03","66","36","54"
"USC00047965","SANTA ROSA, CA US","2012-02-04","69","33","63"
"USC00047965","SANTA ROSA, CA US","2012-02-05","69","33","58"
"USC00047965","SANTA ROSA, CA US","2012-02-06","68","37","63"
"USC00047965","SANTA ROSA, CA US","2012-02-07","62","48","55"
"USC00047965","SANTA ROSA, CA US","2012-02-08","67","39","66"
"USC00047965","SANTA ROSA, CA US","2012-02-09","72","38","68"
"USC00047965","SANTA ROSA, CA US","2012-02-10","58","43","57"
"USC00047965","SANTA ROSA, CA US","2012-02-11","65","48","62"
"USC00047965","SANTA ROSA, CA US","2012-02-12","60","38","54"
"USC00047965","SANTA ROSA, CA US","2012-02-13","57","41","56"
"USC00047965","SANTA ROSA, CA US","2012-02-14","63","33","59"
"USC00047965","SANTA ROSA, CA US","2012-02-15",,"35","62"
"USC00047965","SANTA ROSA, CA US","2012-02-16","70","36","64"
"USC00047965","SANTA ROSA, CA US","2012-02-17","67","37","61"
"USC00047965","SANTA ROSA, CA US","2012-02-18","62","40","58"
"USC00047965","SANTA ROSA, CA US","2012-02-19","60","35","54"
"USC00047965","SANTA ROSA, CA US","2012-02-20","61","41","57"
"USC00047965","SANTA ROSA, CA US","2012-02-21","70","39","69"
"USC00047965","SANTA ROSA, CA US","2012-02-22","79","42","76"
"USC00047965","SANTA ROSA, CA US","2012-02-23","80","45","78"
"USC00047965","SANTA ROSA, CA US","2012-02-24","76","42","62"
"USC00047965","SANTA ROSA, CA US","2012-02-25","75","40","59"
"USC00047965","SANTA ROSA, CA US","2012-02-26","59","29","53"
"USC00047965","SANTA ROSA, CA US","2012-02-27","59","28","57"
"USC00047965","SANTA ROSA, CA US","2012-02-28","58","32","49"
"USC00047965","SANTA ROSA, CA US","2012-02-29","54","44","50"
"USC00047965","SANTA ROSA, CA US","2012-03-01","58","39","56"
"USC00047965","SANTA ROSA, CA US","2012-03-02","69","34","65"
"USC00047965","SANTA ROSA, CA US","2012-03-03","73","35","69"
"USC00047965","SANTA ROSA, CA US","2012-03-04","77","37","73"
"USC00047965","SANTA ROSA, CA US","2012-03-05","73","57","57"
"USC00047965","SANTA ROSA, CA US","2012-03-06","59","42","56"
"USC00047965","SANTA ROSA, CA US","2012-03-07","71","34","67"
"USC00047965","SANTA ROSA, CA US","2012-03-08","73","34","72"
"USC00047965","SANTA ROSA, CA US","2012-03-09","75","34","69"
"USC00047965","SANTA ROSA, CA US","2012-03-10","69","35","55"
"USC00047965","SANTA ROSA, CA US","2012-03-11",,,"59"
"USC00047965","SANTA ROSA, CA US","2012-03-12","59","36","55"
"USC00047965","SANTA ROSA, CA US","2012-03-13","59","49","53"
"USC00047965","SANTA ROSA, CA US","2012-03-14","59","50","56"
"USC00047965","SANTA ROSA, CA US","2012-03-15","60","55","58"
"USC00047965","SANTA ROSA, CA US","2012-03-16","60","51","54"
"USC00047965","SANTA ROSA, CA US","2012-03-17","57","37","54"
"USC00047965","SANTA ROSA, CA US","2012-03-18","53","35","52"
"USC00047965","SANTA ROSA, CA US","2012-03-19","57","35","54"
"USC00047965","SANTA ROSA, CA US","2012-03-20","60","46","59"
"USC00047965","SANTA ROSA, CA US","2012-03-21","68","49","67"
"USC00047965","SANTA ROSA, CA US","2012-03-22","63","47","60"
"USC00047965","SANTA ROSA, CA US","2012-03-23","63","36","57"
"USC00047965","SANTA ROSA, CA US","2012-03-24","57","45","50"
"USC00047965","SANTA ROSA, CA US","2012-03-25","57","40","57"
"USC00047965","SANTA ROSA, CA US","2012-03-26","58","35","56"
"USC00047965","SANTA ROSA, CA US","2012-03-27","56","48","53"
"USC00047965","SANTA ROSA, CA US","2012-03-28","63","50","62"
"USC00047965","SANTA ROSA, CA US","2012-03-29","62","44","56"
"USC00047965","SANTA ROSA, CA US","2012-03-30","53","52","63"
"USC00047965","SANTA ROSA, CA US","2012-03-31","63","43","52"
"USC00047965","SANTA ROSA, CA US","2012-04-01","63","39","62"
"USC00047965","SANTA ROSA, CA US","2012-04-02","66","39","64"
"USC00047965","SANTA ROSA, CA US","2012-04-03","66","41","61"
"USC00047965","SANTA ROSA, CA US","2012-04-04","62","37","59"
"USC00047965","SANTA ROSA, CA US","2012-04-05","62","32","59"
"USC00047965","SANTA ROSA, CA US","2012-04-06","62","33","62"
"USC00047965","SANTA ROSA, CA US","2012-04-07","68","33","67"
"USC00047965","SANTA ROSA, CA US","2012-04-08","68","36","61"
"USC00047965","SANTA ROSA, CA US","2012-04-09","72","42","71"
"USC00047965","SANTA ROSA, CA US","2012-04-10","71","49","54"
"USC00047965","SANTA ROSA, CA US","2012-04-11","58","47","56"
"USC00047965","SANTA ROSA, CA US","2012-04-12","60","44","55"
"USC00047965","SANTA ROSA, CA US","2012-04-13","37","43","50"
"USC00047965","SANTA ROSA, CA US","2012-04-14","65","38","64"
"USC00047965","SANTA ROSA, CA US","2012-04-15","65","41","64"
"USC00047965","SANTA ROSA, CA US","2012-04-16","66","42","61"
"USC00047965","SANTA ROSA, CA US","2012-04-17","65","44","64"
"USC00047965","SANTA ROSA, CA US","2012-04-18","71","45","69"
"USC00047965","SANTA ROSA, CA US","2012-04-19","77","50","75"
"USC00047965","SANTA ROSA, CA US","2012-04-20","86","54","83"
"USC00047965","SANTA ROSA, CA US","2012-04-21","89","52","87"
"USC00047965","SANTA ROSA, CA US","2012-04-22","76","50","71"
"USC00047965","SANTA ROSA, CA US","2012-04-23","56","50","52"
"USC00047965","SANTA ROSA, CA US","2012-04-24","68","55","65"
"USC00047965","SANTA ROSA, CA US","2012-04-25","70","55","65"
"USC00047965","SANTA ROSA, CA US","2012-04-26","69","53","62"
"USC00047965","SANTA ROSA, CA US","2012-04-27","72","47","69"
"USC00047965","SANTA ROSA, CA US","2012-04-28","77","48","75"
"USC00047965","SANTA ROSA, CA US","2012-04-29","80","48","74"
"USC00047965","SANTA ROSA, CA US","2012-04-30","82","49","80"
"USC00047965","SANTA ROSA, CA US","2012-05-01","80","45","77"
"USC00047965","SANTA ROSA, CA US","2012-05-02","66","43","60"
"USC00047965","SANTA ROSA, CA US","2012-05-03","60","47","57"
"USC00047965","SANTA ROSA, CA US","2012-05-04","70","49","68"
"USC00047965","SANTA ROSA, CA US","2012-05-05","81","45","80"
"USC00047965","SANTA ROSA, CA US","2012-05-06","82","45","80"
"USC00047965","SANTA ROSA, CA US","2012-05-07","86","46","82"
"USC00047965","SANTA ROSA, CA US","2012-05-08","84","46","83"
"USC00047965","SANTA ROSA, CA US","2012-05-09","83","47","75"
"USC00047965","SANTA ROSA, CA US","2012-05-10","78","45","72"
"USC00047965","SANTA ROSA, CA US","2012-05-11","84","46","79"
"USC00047965","SANTA ROSA, CA US","2012-05-12","77","45","76"
"USC00047965","SANTA ROSA, CA US","2012-05-13","65","47","61"
"USC00047965","SANTA ROSA, CA US","2012-05-14","67","52","66"
"USC00047965","SANTA ROSA, CA US","2012-05-16","68","49","66"
"USC00047965","SANTA ROSA, CA US","2012-05-17","75","49","73"
"USC00047965","SANTA ROSA, CA US","2012-05-18","77","45","74"
"USC00047965","SANTA ROSA, CA US","2012-05-19","77","43","76"
"USC00047965","SANTA ROSA, CA US","2012-05-20","79","48","74"
"USC00047965","SANTA ROSA, CA US","2012-05-21","69","45","66"
"USC00047965","SANTA ROSA, CA US","2012-05-22","81","50","79"
"USC00047965","SANTA ROSA, CA US","2012-05-23","77","53","76"
"USC00047965","SANTA ROSA, CA US","2012-05-24","76","48","72"
"USC00047965","SANTA ROSA, CA US","2012-05-25","72","48","69"
"USC00047965","SANTA ROSA, CA US","2012-05-26","70","45","67"
"USC00047965","SANTA ROSA, CA US","2012-05-27","70","45","63"
"USC00047965","SANTA ROSA, CA US","2012-05-28","69","44","67"
"USC00047965","SANTA ROSA, CA US","2012-05-29","72","44","70"
"USC00047965","SANTA ROSA, CA US","2012-05-30","80","46","74"
"USC00047965","SANTA ROSA, CA US","2012-05-31","85","46","83"
"USC00047965","SANTA ROSA, CA US","2012-06-01","83","57","62"
"USC00047965","SANTA ROSA, CA US","2012-06-02","82","49","70"
"USC00047965","SANTA ROSA, CA US","2012-06-03","66","45","64"
"USC00047965","SANTA ROSA, CA US","2012-06-04","71","43","68"
"USC00047965","SANTA ROSA, CA US","2012-06-05","78","43","74"
"USC00047965","SANTA ROSA, CA US","2012-06-06","78","43","77"
"USC00047965","SANTA ROSA, CA US","2012-06-07","78","49","77"
"USC00047965","SANTA ROSA, CA US","2012-06-08","81","46",
"USC00047965","SANTA ROSA, CA US","2012-06-09","90","55","86"
"USC00047965","SANTA ROSA, CA US","2012-06-10","89","54",
"USC00047965","SANTA ROSA, CA US","2012-06-11","91","53","89"
"USC00047965","SANTA ROSA, CA US","2012-06-12","80","50","79"
"USC00047965","SANTA ROSA, CA US","2012-06-13","84","49","83"
"USC00047965","SANTA ROSA, CA US","2012-06-14","86","52","85"
"USC00047965","SANTA ROSA, CA US","2012-06-15","97","56","92"
"USC00047965","SANTA ROSA, CA US","2012-06-16","75","65","72"
"USC00047965","SANTA ROSA, CA US","2012-06-17","73","50","68"
"USC00047965","SANTA ROSA, CA US","2012-06-18","78",,"77"
"USC00047965","SANTA ROSA, CA US","2012-06-19","89","51","86"
"USC00047965","SANTA ROSA, CA US","2012-06-20","66","48","64"
"USC00047965","SANTA ROSA, CA US","2012-06-21","62","47","61"
"USC00047965","SANTA ROSA, CA US","2012-06-22","66","45","64"
"USC00047965","SANTA ROSA, CA US","2012-06-23","69","45","67"
"USC00047965","SANTA ROSA, CA US","2012-06-24","69","45","66"
"USC00047965","SANTA ROSA, CA US","2012-06-25","78","46","78"
"USC00047965","SANTA ROSA, CA US","2012-06-26","82","50","79"
"USC00047965","SANTA ROSA, CA US","2012-06-27","79","49","77"
"USC00047965","SANTA ROSA, CA US","2012-06-28","77","50","71"
"USC00047965","SANTA ROSA, CA US","2012-06-29","77","52","72"
"USC00047965","SANTA ROSA, CA US","2012-07-01","76","58","75"
"USC00047965","SANTA ROSA, CA US","2012-07-02","80","53","76"
"USC00047965","SANTA ROSA, CA US","2012-07-03","84","49","82"
"USC00047965","SANTA ROSA, CA US","2012-07-04","87","52","77"
"USC00047965","SANTA ROSA, CA US","2012-07-05","76","48","70"
"USC00047965","SANTA ROSA, CA US","2012-07-06","80","47","79"
"USC00047965","SANTA ROSA, CA US","2012-07-07","87","47","82"
"USC00047965","SANTA ROSA, CA US","2012-07-08","81","47","75"
"USC00047965","SANTA ROSA, CA US","2012-07-09","89","82","78"
"USC00047965","SANTA ROSA, CA US","2012-07-10","89","47","87"
"USC00047965","SANTA ROSA, CA US","2012-07-11",,"52","90"
"USC00047965","SANTA ROSA, CA US","2012-07-12","86","52","82"
"USC00047965","SANTA ROSA, CA US","2012-07-13","82","48","65"
"USC00047965","SANTA ROSA, CA US","2012-07-14","73","52","68"
"USC00047965","SANTA ROSA, CA US","2012-07-15",,,
"USC00047965","SANTA ROSA, CA US","2012-07-16","68","50","62"
"USC00047965","SANTA ROSA, CA US","2012-07-17","64","51","61"
"USC00047965","SANTA ROSA, CA US","2012-07-18","72","49","68"
"USC00047965","SANTA ROSA, CA US","2012-07-19","74","53","71"
"USC00047965","SANTA ROSA, CA US","2012-07-20","86","42","55"
"USC00047965","SANTA ROSA, CA US","2012-07-21","94","54","90"
"USC00047965","SANTA ROSA, CA US","2012-07-22","92","54","86"
"USC00047965","SANTA ROSA, CA US","2012-07-23","80","54","76"
"USC00047965","SANTA ROSA, CA US","2012-07-24","77","52","72"
"USC00047965","SANTA ROSA, CA US","2012-07-25","74","54","72"
"USC00047965","SANTA ROSA, CA US","2012-07-26","70","54","72"
"USC00047965","SANTA ROSA, CA US","2012-07-27","78","54","77"
"USC00047965","SANTA ROSA, CA US","2012-07-28","82","52","80"
"USC00047965","SANTA ROSA, CA US","2012-07-29","89","51","88"
"USC00047965","SANTA ROSA, CA US","2012-07-30","89","57","85"
